,discente,media_final,numero_total_faltas,descricao
667,eb9ef59960492192a909d093fef69fa6,3.5,10.0,NÃO PRESENTE
668,86c2e987e7d1f15670dc7edeab17183c,6.5,17.0,NÃO PRESENTE
669,cad843ea7820044687e293ee3a224c53,0.0,34.0,NÃO PRESENTE
670,6a685e42241bf227aad8534b7a228f16,1.0,28.0,NÃO PRESENTE
671,2847b04ebab6c2e7a964669becff4620,3.1,0.0,NÃO PRESENTE
672,a093246dd4bb028ffb6e345625d449ea,1.3,16.0,NÃO PRESENTE
673,444756e79154541c9d30b92976854792,1.3,0.0,NÃO PRESENTE
674,956ea784c24907c33ab9223a86077c30,4.0,6.0,NÃO PRESENTE
675,c14ebff8ebb5a6d4d7602640e4d3bdf0,1.8,16.0,NÃO PRESENTE
676,c083baeb0669bc18428e515914f935da,6.3,8.0,APROVADO POR NOTA
677,f08b42293e7f4d814fbfc5de72dd6f28,0.0,62.0,NÃO PRESENTE
678,63d83646443af932423918a536e4368f,0.3,14.0,NÃO PRESENTE
679,324ebf7db0ca091e704046c9da1b7338,5.5,12.0,NÃO PRESENTE
680,eadb1efd8a440abf13f95f98de3dbfb6,7.2,0.0,APROVADO POR NOTA
681,9e11ca1384cff795ec1af0b46f1d40df,3.4,4.0,NÃO PRESENTE
682,c814ae793ef1b2407db108c478619667,5.1,8.0,NÃO PRESENTE
683,578f6ffb87ad643154febabe35ff339e,6.8,0.0,APROVADO POR NOTA
684,53ab6cc19afdd3429fed6740fb0fdd27,2.1,14.0,NÃO PRESENTE
685,892d348fbd9c5a0df9288cb33c4b6b03,5.5,6.0,APROVADO POR NOTA
686,bfafde0f64109acec5d556d93ae5ed2c,5.9,2.0,APROVADO POR NOTA
687,65d6e145a8170aac287f7d3a3971a267,6.4,8.0,NÃO PRESENTE
688,f7af9ec61af58e9ff7830e93f1195c35,0.0,68.0,NÃO PRESENTE
689,3fe914952277d2e89f466ab88c3e46b9,6.1,0.0,APROVADO POR NOTA
691,2ccad753d075138e069ee21583dbd8f8,6.5,4.0,NÃO PRESENTE
692,548b8524245fb6ca6c779e76ba57f815,6.0,4.0,NÃO PRESENTE
693,7b97c4e8620c0027ade8ae44cf7ec24d,6.1,4.0,APROVADO POR NOTA
695,c0743c9193b93827289f5331858d29ef,5.2,12.0,REPROVADO
696,3ab662e374bab66e7305155726a2f4b1,5.0,8.0,APROVADO POR NOTA
697,c7b1080e89ac5b72410e63da19af4098,0.0,66.0,NÃO PRESENTE
698,4c7bfdbf0aa548abd4b254db2ea0bd75,5.0,16.0,NÃO PRESENTE
699,c697552e777b8ea79c794cf4e4a81721,2.1,10.0,NÃO PRESENTE
700,f457a5a0648e85e5ce0f7ac2c2eb61b3,0.0,68.0,NÃO PRESENTE
701,0f0eb4ca9d7b8880533946421acc3498,0.0,66.0,NÃO PRESENTE
702,fbbe1a532059b1413ab56571ec48f6b3,0.0,68.0,NÃO PRESENTE
703,ef37bc66a457a2c85fe144ff2ae862a4,0.0,68.0,NÃO PRESENTE
704,00aba270e27206a0e2afbbd287a86f70,0.0,68.0,NÃO PRESENTE
705,5e03fc894adce88afd328776971801fe,1.6,48.0,NÃO PRESENTE
706,8d481b74ab36671d6e062660f8a05ffa,2.8,30.0,NÃO PRESENTE
707,f11cd7c676691dbef25205ef2d525f88,1.5,44.0,NÃO PRESENTE
708,7152ea6647bbf969d169c7e090a5cf29,7.7,12.0,NÃO PRESENTE
709,bcba2caccba45cdfd3c9dc7e358fa6dd,1.7,36.0,NÃO PRESENTE
710,9da52d714e9e4c7d797b49fddd784e10,0.0,68.0,NÃO PRESENTE
711,06e943e39b5b4c6f9ebaa870bcd359f8,0.0,66.0,NÃO PRESENTE
712,0193ca6c3c252facda40ba7cf54721c9,3.2,10.0,NÃO PRESENTE
713,f03314789e856c0b0bb472330b2e3197,0.5,28.0,NÃO PRESENTE
714,e4a531d48aa89f69d4866ff991292aab,2.4,16.0,NÃO PRESENTE
715,52c293efee07e076f91ce7c4b8fcd053,9.1,2.0,APROVADO POR NOTA
716,8d1fbb35ccdb3f12d1f16230d0eafb6b,7.0,8.0,NÃO PRESENTE
717,0229591e3b5d8d118ca945794774159a,3.0,28.0,NÃO PRESENTE
718,a07e462f79e6618f38de5193a7ac397d,1.4,10.0,NÃO PRESENTE
719,3d3e8c05f5333d3b79ae2cfd731f85a7,6.1,4.0,NÃO PRESENTE
720,fa4f2fb128e8fe48832f9c2ad72b6438,1.7,14.0,NÃO PRESENTE
721,c77be5959e2d10eb35c839451dd92c65,0.9,38.0,NÃO PRESENTE
722,a80b0ebc950265a92f3b20ef2b90ad26,0.0,66.0,NÃO PRESENTE
723,ad5aa63b795cbd8cab9705545f7031cd,1.9,12.0,NÃO PRESENTE
724,93d2c39e4a530e2aea975e6ad9040a09,0.5,20.0,NÃO PRESENTE
725,f0a3e2543a0aa4bd0d9ca1f3c54c69ce,2.2,40.0,NÃO PRESENTE
726,149bb7d4b1f0cf7138f999555692c113,4.6,2.0,NÃO PRESENTE
727,535741c3c60f93e640fb5763c568d330,6.2,6.0,NÃO PRESENTE
728,a3dcb346f223f440eb4cf3c4cc259308,0.0,54.0,NÃO PRESENTE
729,199707836c24c6eb235dc11a015833f1,2.5,6.0,NÃO PRESENTE
730,c17e7d72b8ad8118f84670d5203b6e51,6.8,0.0,APROVADO
732,5d4ad3f34c7cd07d1fba14c0a786bf00,5.4,16.0,APROVADO POR NOTA
734,cf129c4f08bbbced4bd2a40179004373,8.8,4.0,APROVADO
735,37dcb36d1735c7e482fd4f069bc30552,5.2,10.0,APROVADO POR NOTA
737,eadfadb438bd5cf3d0ed2e2321e53444,6.2,4.0,NÃO PRESENTE
738,bdb14f0c3b09bee882e19280d95f4fa0,1.6,12.0,NÃO PRESENTE
739,17432febac729d9f0aedc8ed76a9f60d,2.9,0.0,NÃO PRESENTE
740,feab801169f92c69823d87142cd2f05e,5.8,6.0,APROVADO POR NOTA
742,48e17081dee39d9e61e4b077e36318a7,6.6,2.0,REPROVADO
743,e32a28887d7e1379940207628eaa17e4,7.7,4.0,APROVADO POR NOTA
744,8c98a4dd6fefca1574e92bc55d19421f,6.0,14.0,NÃO PRESENTE
745,52275ccb54165b3ff248cd5250f2a507,1.6,24.0,NÃO PRESENTE
746,cb8809586c9df7be38652c6ec95d144a,5.9,0.0,REPROVADO
747,2cff485b7070771a2a704d0aa0a88a07,6.0,2.0,APROVADO POR NOTA
748,75559b35ae8ddeada7a3beee73cc0133,5.0,2.0,NÃO PRESENTE
749,de74f7826d7593e02fa9a6b882faa69e,7.4,2.0,APROVADO POR NOTA
750,d87f9dc6e79b8ddd723ef2a126c4f33a,6.4,2.0,APROVADO POR NOTA
751,0db412344caa3b3980c7f45a24c015cc,7.8,2.0,REPROVADO
752,ad7340489b42addeb6b729af60277715,5.6,16.0,NÃO PRESENTE
753,599ad68bdc7dbccb2e09438f0ac7b275,6.9,2.0,APROVADO POR NOTA
754,0a93b4bfeb42e6052057d31b86884754,6.9,14.0,REPROVADO
755,3d03ca5bcddf847dbf30af57f3d4aad5,0.8,16.0,NÃO PRESENTE
756,08a4c23aebb7b0df62b304af574f05f8,2.0,34.0,NÃO PRESENTE
757,af5ab579f2c36bf7bb7b27bfd3a70f5b,2.7,2.0,NÃO PRESENTE
758,026338ca9c3f52443ef64ce46eb2e15c,0.8,38.0,NÃO PRESENTE
759,4b85091869f572b6068ad220d87eff10,1.5,42.0,NÃO PRESENTE
760,76998e293739b1a7d0b04fcb5c1b6d42,0.0,68.0,NÃO PRESENTE
761,340514dc70f52401e07b80ccda93f768,0.0,62.0,NÃO PRESENTE
762,70e42f7eb2927da51b352bfa36609c2e,1.9,42.0,NÃO PRESENTE
763,ccdede13b8f6d2ec47e668328764b6a7,0.0,68.0,NÃO PRESENTE
764,bad87223976a78a280856645cbb6b59f,1.0,52.0,NÃO PRESENTE
765,0635825a741fc8b3168276a83d91d52d,0.0,68.0,NÃO PRESENTE
766,a0964e39f9f3f1778561518271cd1edf,0.0,66.0,NÃO PRESENTE
767,596d7d491e4c85d5babed0250be4dfcb,5.6,12.0,NÃO PRESENTE
768,4c877fa40579e9bf237d7d5d65114aa4,6.2,2.0,NÃO PRESENTE
769,1a4a47d9e738a4450e39e59e7b414da7,2.4,6.0,NÃO PRESENTE
770,664eec79dfeca82fde355caa1c0bb973,3.7,2.0,NÃO PRESENTE
771,02473b69880d3947c6081ee6d69f6b26,1.5,40.0,NÃO PRESENTE
772,072ca794211b6d89c4198f202a5daa1a,8.7,8.0,APROVADO POR NOTA
773,4270e7dc38b706584c0d335e3d32ccd3,9.1,14.0,NÃO PRESENTE
774,10bb5e6d41c89d5a3f01b8180524e11e,5.8,12.0,APROVADO POR NOTA
776,780bb0c099aa59314c5e24a1123dd1aa,6.2,0.0,APROVADO POR NOTA
777,41d4d67b0ab5023091c3fb0bbfc62243,7.5,0.0,APROVADO
778,ed232f40094276327b2235e9635d50b7,4.9,10.0,NÃO PRESENTE
779,3b4ae8739377dc3a2e17ebe3b6dd959c,5.1,4.0,APROVADO POR NOTA
781,5653835d930a4174b0123596cea2bfd8,5.7,2.0,REPROVADO
